 

stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;202406010140;8.9;0;9.3;99.3;0.7;0.7
THU;202406010150;9.0;0;9.4;99.3;0.4;0.4
THU;202406010200;8.8;0;9.2;99.3;0.4;0.4
THU;202406010210;8.8;0;9.2;99.3;0.8;0.8
THU;202406010220;8.9;0;9.3;99.3;0.5;0.5
THU;202406010230;8.8;0;9.2;99.3;1.0;1.0
THU;202406010240;8.8;0;9.2;99.3;0.4;0.3
THU;202406010250;8.9;0;9.3;99.3;0.7;0.7
THU;202406010300;8.9;0;9.3;99.3;0.5;0.5
THU;202406010310;8.9;0;9.3;99.3;0.5;0.4
THU;202406010320;8.9;0;9.3;99.3;0.4;0.3
THU;202406010330;9.0;0;9.4;99.3;0.2;0.2
THU;202406010340;9.0;0;9.4;99.3;0.5;0.3
THU;202406010350;9.0;0;9.4;99.3;0.2;0.2
THU;202406010400;9.0;0;9.4;99.3;0.1;0.1
THU;202406010410;9.0;2;9.4;99.3;0.2;0.2
THU;202406010420;9.0;5;9.5;99.3;0.3;0.2
THU;202406010430;9.0;8;9.4;99.3;0.7;0.7
THU;202406010440;9.0;12;9.5;99.3;0.5;0.5
THU;202406010450;9.1;18;9.6;99.3;0.4;0.4
THU;202406010500;9.1;27;9.7;99.2;0.1;0.1
THU;202406010510;9.1;32;9.7;99.2;0.3;0.2
THU;202406010520;9.2;40;9.8;99.3;0.4;0.4
THU;202406010530;9.2;47;9.8;99.2;0.5;0.5
THU;202406010540;9.2;62;9.8;99.2;0.1;0.1
THU;202406010550;9.3;69;9.9;99.2;0.5;0.5
THU;202406010600;9.4;63;10.1;99.2;0.9;0.9
THU;202406010610;9.4;63;10.2;99.2;1.6;1.6
THU;202406010620;9.4;66;10.2;99.2;1.8;1.7
THU;202406010630;9.4;101;10.2;98.8;1.9;1.9
THU;202406010640;9.4;133;10.3;98.4;1.5;1.5
THU;202406010650;9.3;134;10.4;96.9;1.6;1.6
THU;202406010700;9.2;157;10.5;94.5;1.8;1.8
THU;202406010710;9.2;182;10.7;93.7;1.9;1.9
THU;202406010720;9.3;189;10.8;93.9;2.3;2.3
THU;202406010730;9.3;263;11.0;92.9;1.7;1.7
THU;202406010740;9.2;312;11.3;90.6;1.5;1.5
THU;202406010750;9.3;337;11.6;89.5;0.1;0.1
THU;202406010800;9.1;344;11.9;86.5;0.9;0.9
THU;202406010810;9.0;361;12.1;83.8;1.6;1.6
THU;202406010820;8.9;325;12.2;82.6;1.6;1.5
THU;202406010830;8.7;372;12.3;80.0;1.8;1.8
THU;202406010840;8.8;391;12.5;80.0;1.4;1.4
THU;202406010850;8.7;326;12.5;79.2;1.3;1.3
THU;202406010900;8.9;281;12.6;80.3;1.4;1.3
THU;202406010910;8.6;275;12.6;78.2;1.0;0.9
THU;202406010920;8.7;311;12.9;77.1;0.7;0.6
THU;202406010930;8.8;311;13.1;76.9;0.5;0.4
THU;202406010940;8.6;336;13.1;75.4;0.4;0.3
THU;202406010950;8.8;357;13.4;75.3;0.5;0.4
THU;202406011000;8.8;354;13.6;74.3;0.7;0.4
THU;202406011010;8.7;469;13.6;73.8;1.2;1.1
THU;202406011020;8.5;613;13.9;71.0;1.0;0.9
THU;202406011030;8.7;552;14.4;70.9;0.7;0.4
THU;202406011040;8.7;593;14.6;69.0;0.8;0.6
THU;202406011050;8.6;775;15.0;67.6;1.2;1.1
THU;202406011100;8.5;631;15.0;66.4;1.8;1.8
THU;202406011110;8.3;612;15.1;64.2;0.2;0.2
THU;202406011120;8.3;655;15.3;63.8;1.1;1.0
THU;202406011130;8.5;679;15.6;63.6;1.6;1.3
THU;202406011140;8.3;710;15.5;63.3;2.0;1.8
THU;202406011150;8.4;977;15.9;62.2;1.9;1.8
THU;202406011200;8.2;785;16.0;60.7;2.1;2.0
THU;202406011210;8.6;697;16.1;62.8;1.8;1.7
THU;202406011220;8.5;513;15.8;63.3;1.9;1.8
THU;202406011230;8.8;484;16.0;64.7;1.7;1.3
THU;202406011240;9.0;398;16.1;65.6;1.4;1.1
THU;202406011250;9.0;380;16.0;66.3;1.6;1.5
THU;202406011300;8.8;390;16.0;64.3;1.4;1.2
THU;202406011310;8.9;354;15.9;65.8;2.0;1.6
THU;202406011320;9.0;333;15.9;66.3;1.4;1.4
THU;202406011330;9.1;229;16.0;66.4;0.9;0.3
THU;202406011340;9.0;203;15.9;66.4;1.0;0.9
THU;202406011350;8.9;220;16.0;65.7;0.8;0.7
THU;202406011400;8.8;219;16.0;64.2;0.9;0.8
THU;202406011410;8.9;215;16.0;65.6;1.5;1.4
THU;202406011420;9.3;294;16.2;67.2;1.9;1.9
THU;202406011430;9.1;360;16.4;64.8;2.0;2.0
THU;202406011440;8.8;341;16.3;63.3;2.6;2.5
THU;202406011450;8.8;386;16.4;63.3;1.7;1.6
THU;202406011500;8.7;397;16.4;62.1;0.8;0.7
THU;202406011510;8.9;393;16.5;63.4;1.7;1.6
THU;202406011520;8.5;354;16.3;61.7;1.6;1.6
THU;202406011530;8.8;292;16.4;62.9;1.3;1.3
THU;202406011540;8.7;225;16.3;62.5;1.5;1.4
THU;202406011550;8.9;235;16.4;64.1;1.2;1.1
THU;202406011600;9.0;275;16.4;64.6;1.8;1.8
THU;202406011610;9.1;274;16.4;64.7;2.5;2.4
THU;202406011620;9.1;150;16.2;65.6;2.1;2.0
THU;202406011630;9.0;82;16.0;66.0;1.4;1.3
THU;202406011640;9.1;62;15.8;67.9;1.5;1.5
THU;202406011650;9.4;88;15.8;69.4;1.0;0.9
THU;202406011700;9.4;108;15.8;69.6;1.8;1.8
THU;202406011710;9.3;107;15.8;68.9;2.3;2.3
THU;202406011720;9.2;121;15.9;68.1;2.0;1.9
THU;202406011730;9.3;126;15.8;69.1;2.3;2.3
THU;202406011740;9.5;98;15.7;70.6;1.7;1.7
THU;202406011750;9.4;111;15.6;70.6;2.1;2.0
THU;202406011800;9.5;99;15.6;71.8;2.1;2.1
THU;202406011810;9.5;87;15.3;73.2;2.0;2.0
THU;202406011820;9.7;52;15.1;75.3;2.0;2.0
THU;202406011830;9.9;31;14.7;78.8;2.0;1.9
THU;202406011840;9.9;24;14.8;77.6;2.1;2.1
THU;202406011850;9.8;16;14.6;78.5;1.8;1.8
THU;202406011900;9.7;8;14.4;78.7;1.8;1.8
THU;202406011910;9.6;2;14.2;78.4;1.9;1.9
THU;202406011920;9.4;0;13.8;79.5;1.8;1.8
THU;202406011930;9.4;0;13.5;80.6;1.8;1.8
THU;202406011940;9.1;0;13.8;76.6;1.7;1.7
THU;202406011950;9.1;0;13.6;77.7;0.9;0.9
THU;202406012000;9.0;0;13.8;75.5;0.5;0.4
THU;202406012010;9.1;0;13.7;77.1;0.0;0.0
THU;202406012020;9.1;0;13.7;76.7;0.4;0.4
THU;202406012030;9.1;0;13.4;78.9;0.9;0.9
THU;202406012040;9.3;0;13.3;80.8;0.7;0.7
THU;202406012050;9.3;0;13.3;80.4;1.1;1.1
THU;202406012100;9.2;0;13.2;80.2;1.2;1.2
THU;202406012110;9.1;0;13.1;79.5;1.3;1.3
THU;202406012120;9.3;0;12.6;83.7;1.1;1.1
THU;202406012130;8.9;0;13.0;79.1;1.3;1.3
THU;202406012140;8.9;0;12.9;79.4;1.4;1.3
THU;202406012150;9.0;0;12.8;80.8;1.3;1.3
THU;202406012200;8.8;0;13.0;77.7;1.8;1.8
THU;202406012210;9.2;0;12.6;82.7;0.9;0.9
THU;202406012220;8.9;0;12.9;79.6;0.9;0.9
THU;202406012230;8.9;0;12.6;80.6;1.1;1.1
THU;202406012240;9.0;0;12.5;82.1;0.9;0.9
THU;202406012250;9.1;0;12.4;83.5;0.6;0.6
THU;202406012300;9.0;0;12.1;84.6;0.8;0.7
THU;202406012310;9.3;0;11.4;90.3;0.8;0.2
THU;202406012320;9.5;0;10.6;97.6;1.0;1.0
THU;202406012330;9.6;0;10.8;97.2;1.1;1.1
THU;202406012340;9.6;0;10.7;98.3;0.9;0.9
THU;202406012350;9.6;0;10.6;98.7;0.7;0.7
THU;202406020000;9.6;0;10.5;98.9;0.5;0.5
THU;202406020010;9.6;0;10.4;99.2;0.4;0.4
THU;202406020020;9.6;0;10.4;99.2;0.2;0.2
THU;202406020030;9.5;0;10.3;99.2;0.1;0.1
THU;202406020040;9.4;0;10.1;99.2;0.6;0.6
THU;202406020050;9.4;0;10.2;99.2;0.5;0.5
THU;202406020100;9.5;0;10.3;99.2;0.1;0.1
THU;202406020110;9.5;0;10.3;99.2;0.3;0.3
THU;202406020120;9.5;0;10.3;99.2;0.1;0.1
THU;202406020130;9.6;0;10.4;99.2;0.1;0.1
THU;202406020140;9.6;0;10.5;99.2;0.3;0.3
THU;202406020150;9.6;0;10.5;99.2;0.1;0.1
THU;202406020200;9.4;0;10.2;99.2;0.3;0.3
THU;202406020210;9.5;0;10.3;99.2;0.5;0.5
THU;202406020220;9.6;0;10.4;99.2;0.4;0.4
THU;202406020230;9.4;0;10.1;99.2;0.5;0.5
THU;202406020240;9.4;0;10.1;99.3;0.7;0.7
THU;202406020250;9.4;0;10.1;99.3;0.7;0.7
THU;202406020300;9.4;0;10.1;99.3;0.4;0.4
THU;202406020310;9.5;0;10.3;99.3;0.5;0.5
THU;202406020320;9.6;0;10.5;99.3;0.6;0.6
THU;202406020330;9.5;0;10.2;99.3;0.4;0.4
THU;202406020340;9.5;0;10.2;99.3;0.4;0.4
THU;202406020350;9.5;0;10.3;99.3;0.4;0.4
THU;202406020400;9.5;2;10.3;99.3;0.2;0.2
THU;202406020410;9.5;7;10.3;99.3;0.1;0.1
THU;202406020420;9.6;11;10.4;99.3;0.4;0.4
THU;202406020430;9.6;13;10.5;99.3;0.1;0.1
THU;202406020440;9.8;13;10.7;99.3;0.3;0.2
THU;202406020450;9.8;16;10.8;99.3;0.5;0.5
THU;202406020500;9.8;19;10.8;99.3;0.3;0.3
THU;202406020510;9.8;26;10.9;99.3;0.6;0.3
THU;202406020520;10.0;42;11.1;99.3;0.4;0.4
THU;202406020530;10.1;50;11.2;99.3;0.3;0.3
THU;202406020540;10.1;56;11.2;99.3;0.3;0.3
THU;202406020550;10.1;66;11.2;99.2;0.2;0.2
THU;202406020600;10.1;69;11.3;99.2;0.3;0.3
THU;202406020610;10.2;61;11.4;99.2;0.6;0.6
THU;202406020620;10.2;59;11.4;99.2;0.5;0.5
THU;202406020630;10.3;57;11.5;99.2;0.4;0.4
THU;202406020640;10.3;70;11.5;99.2;1.0;0.9
THU;202406020650;10.3;77;11.6;99.2;0.5;0.5
THU;202406020700;10.3;68;11.5;99.2;0.0;0.0
THU;202406020710;10.3;79;11.6;99.2;0.0;0.0
THU;202406020720;10.3;113;11.6;99.2;0.8;0.8
THU;202406020730;10.3;143;11.7;99.2;1.1;1.1
THU;202406020740;10.4;162;11.8;99.2;0.7;0.7
THU;202406020750;10.5;202;12.0;98.8;0.5;0.5
THU;202406020800;10.7;249;12.2;99.2;0.7;0.6
THU;202406020810;10.8;277;12.4;99.0;0.0;0.0
THU;202406020820;10.7;360;12.6;96.7;0.4;0.4
THU;202406020830;10.5;362;12.7;93.8;0.2;0.1
THU;202406020840;10.7;376;13.0;94.2;0.5;0.3
THU;202406020850;10.4;469;13.1;91.8;0.6;0.5
THU;202406020900;10.5;472;13.6;89.6;0.6;0.5
THU;202406020910;10.1;443;13.6;85.7;0.7;0.5
THU;202406020920;10.2;366;13.9;85.0;0.3;0.2
THU;202406020930;9.9;466;14.0;81.8;0.4;0.1
THU;202406020940;9.8;445;14.1;81.1;0.9;0.9
THU;202406020950;9.7;568;14.3;79.3;0.6;0.5
THU;202406021000;9.6;548;14.7;76.4;0.7;0.5
THU;202406021010;9.4;573;14.9;73.8;0.6;0.4
THU;202406021020;9.6;648;15.3;73.6;0.8;0.7
THU;202406021030;9.8;595;15.6;73.2;1.4;1.4
THU;202406021040;9.6;346;15.4;73.2;0.7;0.5
THU;202406021050;9.6;307;15.5;72.6;0.5;0.4
THU;202406021100;9.7;305;15.5;73.1;0.7;0.4
THU;202406021110;9.4;278;15.3;72.2;0.6;0.5
THU;202406021120;9.5;336;15.5;72.0;0.5;0.4
THU;202406021130;9.8;278;15.6;73.7;1.0;0.8
THU;202406021140;9.8;274;15.4;74.5;1.0;1.0
THU;202406021150;9.8;412;15.7;72.7;0.8;0.8
THU;202406021200;9.6;350;15.8;71.5;0.3;0.2
THU;202406021210;9.5;336;15.9;70.3;0.7;0.6
THU;202406021220;9.5;280;15.8;70.6;0.5;0.5
THU;202406021230;9.5;244;15.9;70.6;0.6;0.6
THU;202406021240;9.4;264;16.0;69.4;0.9;0.8
THU;202406021250;9.4;254;15.9;69.8;1.1;1.1
THU;202406021300;10.2;227;15.4;77.6;2.0;2.0
THU;202406021310;10.4;205;15.3;79.5;2.2;2.2
THU;202406021320;10.2;186;15.1;79.2;2.2;2.2
THU;202406021330;10.4;144;15.0;80.7;2.5;2.5
THU;202406021340;10.5;111;14.9;82.2;2.5;2.5
THU;202406021350;10.5;120;14.8;82.6;2.7;2.7
THU;202406021400;10.5;164;14.9;82.7;2.5;2.5
THU;202406021410;10.3;204;14.9;81.1;3.1;3.1
THU;202406021420;10.1;211;14.8;79.4;3.5;3.5
THU;202406021430;10.0;159;14.9;78.3;2.8;2.7
THU;202406021440;9.8;103;14.8;77.4;2.3;2.2
THU;202406021450;9.7;90;14.7;77.4;2.4;2.4
THU;202406021500;9.9;76;14.6;79.3;2.0;2.0
THU;202406021510;9.6;85;14.6;77.3;2.1;2.1
THU;202406021520;9.6;104;14.7;76.7;2.3;2.3
THU;202406021530;9.7;113;14.5;77.9;3.3;3.3
THU;202406021540;9.9;107;14.2;80.7;3.2;3.2
THU;202406021550;10.0;92;14.1;82.3;3.6;3.5
THU;202406021600;10.1;86;13.9;84.4;3.1;3.1
THU;202406021610;10.2;103;13.8;85.3;3.4;3.4
THU;202406021620;10.2;84;13.7;86.2;3.0;3.0
THU;202406021630;10.2;61;13.7;86.1;2.7;2.7
THU;202406021640;10.3;58;13.7;86.6;2.0;2.0
THU;202406021650;10.2;50;13.8;85.5;2.0;2.0
THU;202406021700;10.2;34;13.9;85.0;1.6;1.6
THU;202406021710;10.0;39;13.8;84.6;1.5;1.5
THU;202406021720;10.4;27;13.6;88.7;0.9;0.9
THU;202406021730;10.7;20;13.6;90.6;1.1;1.1
THU;202406021740;10.6;11;13.5;90.3;1.6;1.6
THU;202406021750;10.4;3;13.4;89.1;1.6;1.6
THU;202406021800;10.3;1;13.3;88.9;1.7;1.7
THU;202406021810;10.6;1;13.3;91.6;0.6;0.5
THU;202406021820;10.6;2;13.3;91.5;0.7;0.7
THU;202406021830;10.7;6;13.3;93.2;0.5;0.5
THU;202406021840;11.1;6;13.2;96.6;0.7;0.7
THU;202406021850;11.3;4;13.1;98.7;0.9;0.8
THU;202406021900;11.0;1;13.1;96.5;1.3;1.3
THU;202406021910;10.9;0;13.0;95.9;1.8;1.8
THU;202406021920;10.8;0;13.0;95.7;1.2;1.2
THU;202406021930;10.8;0;12.9;95.8;1.0;1.0
THU;202406021940;10.9;0;13.0;96.4;0.3;0.3
THU;202406021950;11.0;0;13.0;97.0;0.6;0.5
THU;202406022000;11.1;0;12.9;98.4;0.4;0.4
THU;202406022010;11.2;0;12.9;99.2;0.1;0.1
THU;202406022020;11.1;0;12.7;99.2;0.6;0.6
THU;202406022030;11.0;0;12.6;99.2;0.4;0.4
THU;202406022040;10.9;0;12.5;99.2;0.7;0.4
THU;202406022050;10.9;0;12.5;99.3;0.4;0.4
THU;202406022100;10.9;0;12.5;99.3;0.4;0.3
THU;202406022110;10.9;0;12.5;99.3;0.4;0.4
THU;202406022120;10.9;0;12.5;99.3;0.3;0.3
THU;202406022130;10.9;0;12.5;99.3;0.4;0.4
THU;202406022140;10.9;0;12.4;99.3;0.3;0.3
THU;202406022150;10.9;0;12.4;99.3;0.2;0.2
THU;202406022200;10.9;0;12.5;99.3;0.1;0.1
THU;202406022210;10.9;0;12.5;99.3;0.2;0.2
THU;202406022220;10.9;0;12.4;99.3;0.4;0.4
THU;202406022230;10.9;0;12.4;99.3;0.4;0.4
THU;202406022240;10.9;0;12.4;99.3;0.3;0.3
THU;202406022250;10.9;0;12.4;99.3;0.3;0.3
THU;202406022300;10.9;0;12.4;99.3;0.5;0.5
THU;202406022310;10.9;0;12.4;99.3;0.1;0.1
THU;202406022320;10.9;0;12.4;99.3;0.4;0.1
THU;202406022330;10.9;0;12.4;99.3;0.8;0.8
THU;202406022340;10.9;0;12.4;99.3;0.6;0.6
THU;202406022350;10.9;0;12.4;99.3;0.1;0.1
THU;202406030000;10.9;0;12.4;99.3;0.2;0.2
THU;202406030010;10.9;0;12.5;99.3;0.1;0.1
THU;202406030020;10.9;0;12.5;99.3;0.0;0.0
THU;202406030030;10.9;0;12.5;99.3;0.7;0.7
THU;202406030040;10.9;0;12.5;99.3;0.6;0.6
THU;202406030050;10.9;0;12.4;99.3;0.5;0.5
THU;202406030100;10.9;0;12.4;99.3;0.4;0.4
THU;202406030110;10.9;0;12.4;99.3;0.6;0.4
THU;202406030120;10.9;0;12.4;99.3;0.6;0.6
THU;202406030130;10.9;0;12.4;99.3;0.6;0.6
THU;202406030140;10.9;0;12.5;99.3;0.2;0.2
THU;202406030150;10.9;0;12.5;99.3;0.2;0.2
THU;202406030200;10.9;0;12.5;99.3;0.7;0.7
THU;202406030210;10.9;0;12.4;99.3;0.9;0.9
THU;202406030220;10.9;0;12.4;99.3;0.5;0.5
THU;202406030230;10.9;0;12.4;99.3;0.4;0.4
THU;202406030240;10.9;0;12.4;99.3;0.6;0.6
THU;202406030250;10.9;0;12.4;99.3;0.6;0.5
THU;202406030300;10.9;0;12.4;99.3;0.6;0.5
THU;202406030310;10.9;0;12.4;99.3;0.5;0.5
THU;202406030320;10.9;0;12.4;99.3;0.4;0.4
THU;202406030330;10.9;0;12.4;99.3;0.7;0.7
THU;202406030340;10.9;0;12.4;99.3;0.6;0.6
THU;202406030350;10.9;0;12.4;99.3;0.1;0.1
THU;202406030400;10.9;0;12.5;99.3;0.2;0.2
THU;202406030410;10.9;0;12.5;99.3;0.0;0.0
THU;202406030420;10.9;3;12.5;99.3;0.1;0.1
THU;202406030430;10.9;3;12.5;99.3;0.4;0.3
THU;202406030440;11.0;7;12.6;99.3;0.3;0.3
THU;202406030450;10.9;13;12.5;99.3;0.3;0.3
THU;202406030500;10.9;20;12.5;99.3;0.4;0.4
THU;202406030510;11.0;15;12.6;99.3;0.6;0.6
THU;202406030520;11.0;14;12.6;99.3;0.4;0.4
THU;202406030530;11.0;18;12.6;99.3;0.7;0.7
THU;202406030540;11.0;29;12.6;99.3;0.4;0.4
THU;202406030550;11.1;26;12.7;99.3;0.5;0.4
THU;202406030600;11.1;70;12.7;99.3;0.7;0.6
THU;202406030610;11.2;98;12.9;99.3;0.7;0.7
THU;202406030620;11.2;54;12.9;99.3;0.7;0.7
THU;202406030630;11.3;41;13.0;99.3;0.8;0.8
THU;202406030640;11.3;59;13.0;99.3;0.7;0.7
THU;202406030650;11.3;60;13.0;99.3;1.0;1.0
THU;202406030700;11.3;67;13.0;99.3;1.5;1.5
THU;202406030710;11.0;34;12.6;99.3;0.5;0.5
THU;202406030720;10.9;55;12.5;99.3;1.7;1.7
THU;202406030730;11.0;120;12.6;99.3;1.0;1.0
THU;202406030740;11.2;122;12.9;99.3;0.7;0.7
THU;202406030750;11.4;120;13.1;99.3;1.1;1.1
THU;202406030800;11.4;88;13.1;99.3;1.3;1.3
THU;202406030810;11.4;57;13.2;99.3;1.2;1.2
THU;202406030820;11.4;73;13.2;99.3;1.0;1.0
THU;202406030830;11.5;99;13.3;99.3;1.3;1.2
THU;202406030840;11.5;98;13.3;99.3;1.5;1.5
THU;202406030850;11.5;117;13.3;99.3;1.3;1.3
THU;202406030900;11.6;142;13.5;99.3;1.5;1.5
THU;202406030910;11.5;83;13.3;99.3;1.8;1.7
THU;202406030920;11.3;100;13.0;99.3;1.0;1.0
THU;202406030930;11.3;103;13.0;99.3;0.7;0.6
THU;202406030940;11.4;119;13.1;99.3;0.6;0.5
THU;202406030950;11.4;149;13.2;99.2;0.6;0.5
THU;202406031000;11.6;202;13.6;99.2;0.4;0.4
THU;202406031010;11.8;156;13.8;99.2;1.0;0.8
THU;202406031020;11.5;97;13.4;99.2;0.7;0.6
THU;202406031030;11.6;152;13.6;98.2;0.7;0.6
THU;202406031040;11.6;218;13.9;96.9;0.7;0.7
THU;202406031050;11.5;208;14.1;95.4;0.5;0.4
THU;202406031100;11.8;270;14.2;96.7;0.8;0.6
THU;202406031110;12.1;348;14.4;98.1;1.5;1.4
THU;202406031120;12.3;335;14.6;97.9;2.5;2.5
THU;202406031130;12.0;309;14.8;95.3;2.3;2.2
THU;202406031140;11.7;187;14.8;92.2;2.0;2.0
THU;202406031150;11.7;159;14.8;91.9;1.8;1.7
THU;202406031200;11.8;174;14.9;92.7;2.1;2.1
THU;202406031210;11.9;197;15.0;92.5;2.4;2.4
THU;202406031220;12.0;310;15.4;91.3;1.7;1.6
THU;202406031230;11.6;234;15.4;88.7;2.1;2.1
THU;202406031240;11.7;257;15.1;90.6;2.4;2.4
THU;202406031250;11.9;479;15.7;89.3;2.2;2.2
THU;202406031300;11.7;639;16.1;85.2;2.5;2.5
THU;202406031310;11.7;593;16.3;84.1;2.7;2.7
THU;202406031320;11.3;550;16.3;81.5;3.0;3.0
THU;202406031330;11.2;606;16.5;80.0;2.7;2.6
THU;202406031340;11.4;667;17.0;78.9;2.0;1.9
THU;202406031350;11.3;639;17.2;77.4;2.5;2.4
THU;202406031400;11.0;544;17.1;75.4;2.3;2.2
THU;202406031410;10.8;392;16.9;75.0;2.3;2.2
THU;202406031420;10.6;232;16.6;75.1;2.4;2.3
THU;202406031430;10.8;167;16.8;76.0;1.1;1.0
THU;202406031440;11.8;191;15.6;88.4;2.9;2.8
THU;202406031450;12.2;210;15.3;93.4;3.4;3.3
THU;202406031500;12.4;263;15.4;94.3;2.9;2.9
THU;202406031510;12.3;226;15.7;92.1;1.8;1.8
THU;202406031520;12.4;150;16.0;90.8;0.9;0.9
THU;202406031530;12.1;159;16.2;87.2;0.5;0.4
THU;202406031540;11.9;224;16.4;85.1;0.7;0.5
THU;202406031550;12.6;472;16.5;90.2;1.6;1.6
THU;202406031600;12.2;258;16.7;85.6;0.9;0.9
THU;202406031610;11.7;401;17.2;80.2;1.1;1.0
THU;202406031620;11.4;330;17.4;77.1;1.2;1.1
THU;202406031630;11.0;183;17.3;75.2;1.2;1.2
THU;202406031640;11.0;392;17.6;73.2;0.9;0.9
THU;202406031650;10.7;203;17.4;72.4;2.3;2.3
THU;202406031700;10.7;121;16.9;74.2;2.5;2.5
THU;202406031710;10.8;117;16.5;77.3;2.1;2.1
THU;202406031720;10.8;115;16.6;76.9;2.4;2.4
THU;202406031730;10.8;48;16.6;77.0;2.6;2.6
THU;202406031740;10.8;48;16.6;76.5;2.6;2.6
THU;202406031750;10.8;45;16.5;76.5;2.6;2.6
THU;202406031800;10.7;70;16.4;76.8;2.7;2.7
THU;202406031810;10.6;32;16.2;77.2;3.3;3.3
THU;202406031820;10.7;21;16.0;78.9;2.6;2.6
THU;202406031830;10.8;19;16.0;79.1;2.7;2.7
THU;202406031840;10.8;15;15.8;80.0;2.4;2.4
THU;202406031850;11.0;7;15.5;83.4;2.2;2.2
THU;202406031900;11.0;3;15.4;84.3;2.4;2.4
THU;202406031910;11.0;2;15.2;84.8;2.1;2.1
THU;202406031920;10.9;0;15.2;84.0;2.3;2.2
THU;202406031930;10.9;0;15.0;85.3;2.0;2.0
THU;202406031940;10.9;0;14.9;85.4;2.0;2.0
THU;202406031950;10.9;0;14.9;85.5;1.6;1.6
THU;202406032000;11.0;0;14.9;86.0;1.9;1.9
THU;202406032010;10.9;0;14.7;86.9;2.2;2.2
THU;202406032020;10.9;0;14.8;86.2;2.2;2.2
THU;202406032030;11.0;0;14.7;87.6;2.7;2.7
THU;202406032040;11.0;0;14.7;87.2;3.2;3.2
THU;202406032050;11.0;0;14.6;87.6;2.9;2.9
THU;202406032100;10.9;0;14.4;88.2;2.3;2.3
THU;202406032110;10.9;0;14.3;88.6;2.5;2.5
THU;202406032120;10.9;0;14.1;89.6;2.6;2.6
THU;202406032130;10.9;0;13.9;90.8;2.1;2.1
THU;202406032140;10.8;0;13.9;90.4;2.0;1.9
THU;202406032150;10.9;0;13.9;90.7;0.9;0.9
THU;202406032200;10.9;0;13.9;90.8;0.5;0.5
THU;202406032210;11.0;0;13.7;92.7;0.9;0.8
THU;202406032220;11.0;0;13.4;94.3;1.6;1.6
THU;202406032230;11.0;0;13.3;95.9;1.2;1.1
THU;202406032240;11.0;0;13.3;95.5;1.5;1.5
THU;202406032250;11.0;0;13.4;94.3;1.0;1.0
THU;202406032300;11.0;0;13.3;94.8;0.8;0.8
THU;202406032310;11.0;0;13.5;94.5;0.7;0.6
THU;202406032320;11.0;0;13.5;93.6;1.0;0.9
THU;202406032330;10.9;0;13.4;93.7;0.6;0.6
THU;202406032340;11.0;0;13.3;95.2;0.7;0.7
THU;202406032350;11.1;0;13.2;96.7;0.8;0.8
THU;202406040000;11.1;0;13.1;96.9;0.6;0.6
THU;202406040010;11.0;0;13.0;96.6;0.5;0.4
THU;202406040020;11.0;0;12.9;97.7;0.3;0.3
THU;202406040030;11.1;0;12.9;98.5;0.1;0.1
THU;202406040040;11.1;0;12.9;98.8;0.3;0.3
THU;202406040050;11.0;0;12.9;97.4;0.1;0.1
THU;202406040100;11.1;0;12.7;99.2;0.5;0.5
THU;202406040110;11.0;0;12.6;99.2;0.5;0.4
THU;202406040120;10.7;0;12.2;99.2;0.5;0.5
THU;202406040130;10.6;0;12.1;99.2;0.4;0.4
THU;202406040140;10.5;0;11.9;99.3;0.4;0.2
THU;202406040150;10.3;0;11.5;99.3;0.6;0.6
THU;202406040200;10.1;0;11.3;99.3;0.3;0.3
THU;202406040210;10.0;0;11.1;99.3;0.5;0.4
THU;202406040220;9.9;0;11.0;99.3;0.6;0.6
THU;202406040230;9.8;0;10.7;99.3;0.3;0.3
THU;202406040240;9.7;0;10.6;99.3;0.6;0.5
THU;202406040250;9.8;0;10.8;99.3;0.5;0.4
THU;202406040300;9.8;0;10.8;99.3;0.3;0.3
THU;202406040310;9.8;0;10.9;99.3;0.7;0.7
THU;202406040320;9.8;0;10.9;99.3;0.6;0.6
THU;202406040330;9.9;0;11.0;99.3;0.8;0.8
THU;202406040340;9.9;0;11.0;99.3;0.6;0.5
THU;202406040350;10.0;0;11.1;99.2;0.5;0.3
THU;202406040400;10.1;9;11.2;99.2;0.6;0.5
THU;202406040410;10.2;16;11.4;99.2;0.7;0.7
THU;202406040420;10.3;13;11.5;99.2;0.3;0.3
THU;202406040430;10.2;17;11.5;98.7;0.4;0.4
THU;202406040440;10.2;22;11.7;97.5;0.1;0.1
THU;202406040450;10.2;30;11.9;96.3;0.4;0.3
THU;202406040500;10.3;47;12.0;96.7;0.5;0.4
THU;202406040510;10.3;58;12.1;96.3;0.6;0.5
THU;202406040520;10.3;70;12.2;95.6;0.7;0.7
THU;202406040530;10.4;89;12.3;95.8;0.8;0.8
THU;202406040540;10.3;114;12.3;95.3;0.7;0.7
THU;202406040550;10.4;119;12.4;94.9;0.9;0.9
THU;202406040600;10.5;160;12.5;95.0;0.6;0.6
THU;202406040610;10.6;362;13.0;93.6;0.6;0.6
THU;202406040620;10.6;380;13.6;89.8;0.3;0.1
THU;202406040630;10.6;412;14.0;87.6;0.3;0.1
THU;202406040640;10.7;444;14.5;85.9;0.2;0.1
THU;202406040650;10.7;501;14.8;84.1;0.4;0.4
THU;202406040700;10.5;487;15.1;81.8;0.8;0.6
